1	45
2	45
3	45
4	45
5	45
6	45
7	45
8	45
9	45
10	45
11	45
12	45
13	45
14	45
15	45
16	45
17	45
18	45
19	45
20	45
21	45
22	45
23	45
24	45
25	45
26	45
27	45
28	45
29	45
30	45
31	45
32	45
33	45
34	45
35	45
36	45
37	45
38	45
39	45
40	45
41	45
42	45
43	45
44	45
45	45
46	45
47	45
48	45
49	45
50	45
51	45
52	45
53	45
54	45
55	45
56	45
57	45
58	45
59	45
60	45
61	45
62	45
63	45
64	45
65	45
66	45
67	45
68	45
69	45
70	45
71	45
72	45
73	45
74	45
75	45
76	45
77	45
78	45
79	45
80	45
81	45
82	45
83	45
84	45
85	45
86	45
87	45
88	45
89	45
90	45
91	45
92	45
93	45
94	45
95	45
96	45
97	45
98	45
99	45
100	45
101	45
102	45
103	45
104	45
105	45
106	45
107	45
108	45
109	45
110	45
111	45
112	45
113	45
114	45
115	45
116	45
117	45
118	45
119	45
120	45
121	45
122	45
123	45
124	45
125	45
126	45
127	45
128	45
129	45
130	45
131	45
132	45
133	45
134	45
135	45
136	45
137	45
138	45
139	45
140	45
141	45
142	45
143	45
144	45
145	45
146	45
147	45
148	45
149	45
150	45
151	45
152	45
153	45
154	45
155	45
156	45
157	45
158	45
159	45
160	45
161	45
162	45
163	45
164	45
165	45
166	45
167	45
168	45
169	45
170	45
171	45
172	45
173	45
174	45
175	45
176	45
177	45
178	45
179	45
180	45
181	45
182	45
183	45
184	45
185	45
186	45
187	45
188	45
189	45
190	45
191	45
192	45
193	45
194	45
195	45
196	45
197	45
198	45
199	45
200	45
201	45
202	45
203	45
204	45
205	45
206	45
207	45
208	45
209	45
210	45
211	45
212	45
213	45
214	45
215	45
216	45
217	45
218	45
219	45
220	45
221	45
222	45
223	45
224	45
225	45
226	45
227	45
228	45
229	45
230	45
231	45
232	45
233	45
234	45
235	45
236	45
237	45
238	45
239	45
240	45
241	45
242	45
243	45
244	45
245	45
246	45
247	45
248	45
249	45
250	45
251	45
252	45
253	45
254	45
255	45
256	45
257	45
258	45
259	45
260	45
261	45
262	45
263	45
264	45
265	45
266	45
267	45
268	45
269	45
270	45
271	45
272	45
273	45
274	45
275	45
276	45
277	45
278	45
279	45
280	45
281	45
282	45
283	45
284	45
285	45
286	45
287	45
288	45
289	45
290	45
291	45
292	45
293	45
294	45
295	45
296	45
297	45
298	45
299	45
300	45
301	45
302	45
303	45
304	45
305	45
306	45
307	45
308	45
309	45
310	45
311	45
312	45
313	45
314	45
315	45
316	45
317	45
318	45
319	45
320	45
321	45
322	45
323	45
324	45
325	45
326	45
327	45
328	45
329	45
330	45
331	45
332	45
333	45
334	45
335	45
336	45
337	45
338	45
339	45
340	45
341	45
342	45
343	45
344	45
345	45
346	45
347	45
348	45
349	45
350	45
351	45
352	45
353	45
354	45
355	45
356	45
357	45
358	45
359	45
360	45
361	45
362	45
363	45
364	45
365	45
366	45
367	45
368	45
369	45
370	45
371	45
372	45
373	45
374	45
375	45
376	45
377	45
378	45
379	45
380	45
381	45
382	45
383	45
384	45
385	45
386	45
387	45
388	45
389	45
390	45
391	45
392	45
393	45
394	45
395	45
396	45
397	45
398	45
399	45
400	45
401	45
402	45
403	45
404	45
405	45
406	45
407	45
408	45
409	45
410	45
411	45
412	45
413	45
414	45
415	45
416	45
417	45
418	45
419	45
420	45
421	45
422	45
423	45
424	45
425	45
426	45
427	45
428	45
429	45
430	45
431	45
432	45
433	45
434	45
435	45
436	45
437	45
438	45
439	45
440	45
441	45
442	45
443	45
444	45
445	45
446	45
447	45
448	45
449	45
450	45
451	45
452	45
453	45
454	45
455	45
456	45
457	45
458	45
459	45
460	45
461	45
462	45
463	45
464	45
465	45
466	45
467	45
468	45
469	45
470	45
471	45
472	45
473	45
474	45
475	45
476	45
477	45
478	45
479	45
480	45
481	45
482	45
483	45
484	45
485	45
486	45
487	45
488	45
489	45
490	45
491	45
492	45
493	45
494	45
495	45
496	45
497	45
498	45
499	45
500	45
501	45
502	45
503	45
504	45
505	45
506	45
507	45
508	45
509	45
510	45
511	45
512	45
513	45
514	45
515	45
516	45
517	45
518	45
519	45
520	45
521	45
522	45
523	45
524	45
525	45
526	45
527	45
528	45
529	45
530	45
531	45
532	45
533	45
534	45
535	45
536	45
537	45
538	45
539	45
540	45
541	45
542	45
543	45
544	45
545	45
546	45
547	45
548	45
549	45
550	45
551	45
552	45
553	45
554	45
555	45
556	45
557	45
558	45
559	45
560	45
561	45
562	45
563	45
564	45
565	45
566	45
567	45
568	45
569	45
570	45
571	45
572	45
573	45
574	45
575	45
576	45
577	45
578	45
579	45
580	45
581	45
582	45
583	45
584	45
585	45
586	45
587	45
588	45
589	45
590	45
591	45
592	45
593	45
594	45
595	45
596	45
597	45
598	45
599	45
600	45
601	45
602	45
603	45
604	45
605	45
606	45
607	45
608	45
609	45
610	45
611	45
