1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	-0.057751
57	-0.036175
58	-0.03913
59	-0.026284
60	-0.020888
61	-0.01342
62	-0.0088438
63	-0.0047092
64	-0.001919
65	0.00026108
66	0.0017594
67	0.0028433
68	0.0035707
69	0.0040569
70	0.0043553
71	0.0045215
72	0.004589
73	0.0045864
74	0.0045329
75	0.0044436
76	0.0043292
77	0.0041978
78	0.0040554
79	0.0039063
80	0.003754
81	0.0036007
82	0.0034483
83	0.0032981
84	0.003151
85	0.0030078
86	0.0028688
87	0.0027344
88	0.0026047
89	0.0024799
90	0.00236
91	0.0022449
92	0.0021345
93	0.0020289
94	0.0019278
95	0.0018311
96	0.0017387
97	0.0016505
98	0.0015662
99	0.0014858
100	0.0014091
101	0.0013359
102	0.001266
103	0.0011995
104	0.001136
105	0.0010755
106	0.0010179
107	0.00096302
108	0.00091071
109	0.0008609
110	0.00081346
111	0.0007683
112	0.0007253
113	0.00068437
114	0.00064542
115	0.00060836
116	0.0005731
117	0.00053957
118	0.00050767
119	0.00047734
120	0.00044851
121	0.0004211
122	0.00039506
123	0.00037032
124	0.00034681
125	0.00032449
126	0.0003033
127	0.00028318
128	0.00026408
129	0.00024597
130	0.00022879
131	0.00021249
132	0.00019705
133	0.00018241
134	0.00016854
135	0.00015541
136	0.00014297
137	0.0001312
138	0.00012007
139	0.00010954
140	9.959e-05
141	9.0185e-05
142	8.1303e-05
143	7.2919e-05
144	6.5007e-05
145	5.7546e-05
146	5.0514e-05
147	4.3889e-05
148	3.7653e-05
149	3.1785e-05
150	2.6269e-05
151	2.1086e-05
152	1.622e-05
153	1.1656e-05
154	7.3783e-06
155	3.3727e-06
156	-3.7455e-07
157	-3.8764e-06
158	-7.1452e-06
159	-1.0193e-05
160	-1.3031e-05
161	-1.567e-05
162	-1.812e-05
